variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-25.0336355875,-24.6736,2.2082883728075737,2.066522009999998,-29.203094999999998,-22.119394999999997,1.0004907827246041,5469.337284384789,6831.434776522172
tau,0.06028016835625,0.05739105,0.020253349930848246,0.01461665688,0.03777464,0.09093396499999999,1.0002808838110062,11258.509721488273,8091.273444319184
eps,0.2527362583025,0.238525,0.09611277966333073,0.08644076909999997,0.12553545,0.42869919999999995,1.000335145494828,8065.829666060402,8309.161013345985
d1,0.61136496863125,0.5874845,0.170538604669482,0.15349580189999998,0.3776546,0.9255242499999998,1.0004090093216964,7838.209201515766,7758.902292630242
k_12,0.322731618276,0.2971045,0.1682508860852251,0.1578880044,0.09327966000000001,0.6328713499999998,1.000269400889097,6396.388911796355,6084.637942489828
d2,0.6084482741875,0.5911535,0.16115027346733754,0.15168628860000002,0.3790806,0.90339255,1.0005127333839774,7053.851510504297,7940.085150727202
k_2,0.5001585251875,0.49928249999999996,0.095704913517881,0.095138442,0.343386,0.6598065499999999,1.0002366117961663,9173.81954925863,8232.098309397506
h_2,0.502954324125,0.500953,0.0910693474852497,0.09044156520000003,0.35627725,0.6591253499999999,1.0004127563054699,8869.702001015487,8662.28445409262
S0,0.639106108125,0.6380645,0.09050675215432841,0.09222587430000004,0.4929555,0.7894609499999998,0.9999876602389938,10465.820197117797,9674.07915294971
"y_hat1[1,1]",0.6015452026875,0.6009315,0.08394005195382732,0.08580547499999992,0.4647426,0.74103045,0.9999367157577753,10318.876875715136,9085.327405239106
"y_hat1[2,1]",0.4466249058125,0.4471395,0.0701895411106557,0.0694953924,0.33213455000000003,0.55991095,0.9999574143242106,9900.404529842217,8601.024463558637
"y_hat1[3,1]",0.333930133204625,0.3358945,0.0669705982222242,0.06551683529999999,0.2235147,0.44079984999999994,1.0000343592284247,10354.320084673986,7866.591727147494
"y_hat1[4,1]",0.2511783835888375,0.2521825,0.06371824421598407,0.06348567330000002,0.1452472,0.35326735,1.0000967172070871,10816.688592294278,7656.280899718657
"y_hat1[5,1]",0.189966039041588,0.18958350000000002,0.05893793025189966,0.05963387850000001,0.09359812,0.2863227,1.0001371648022497,11098.176453669985,7916.9960711184885
"y_hat1[6,1]",0.14439631321591748,0.1424475,0.05315710766825139,0.05438473320000001,0.059910835,0.23378225,1.0001668927560492,11249.732518533663,7926.689899971599
"y_hat1[7,1]",0.1102751780563526,0.10714,0.0470453331989828,0.04798168031999999,0.038131595,0.19218585,1.0001852763091204,11323.99719554122,7964.774311657088
"y_hat1[8,1]",0.08459009906963502,0.08046805,0.041072818923282205,0.041478626069999996,0.024311,0.15769434999999998,1.0002000802361284,11360.966544792358,8038.57989698065
"y_hat1[9,1]",0.06515938251178977,0.06055545,0.03551123570319154,0.03521953365000001,0.01537511,0.13058904999999998,1.0002109412615154,11378.142733281988,8058.761857968872
"y_hat1[10,1]",0.050391660056587725,0.04555855,0.03049100928008916,0.02946156002999999,0.009793890000000001,0.10765319999999998,1.0002202990427946,11361.159885724004,8028.8450409215675
"y_hat1[11,1]",0.0391186400427548,0.03420735,0.026053203293600353,0.024343031789999994,0.0062300954999999995,0.08861074499999998,1.0002280522879967,11393.540159429635,8080.449038930124
"y_hat1[12,1]",0.030477540638719314,0.0256429,0.022186557964052618,0.019868248470000002,0.003981382,0.07298554499999997,1.0002343016844382,11376.240272694853,8102.292236872695
"y_hat1[13,1]",0.02382769616058201,0.0192485,0.01885170627759761,0.016119642629999997,0.0025383619999999997,0.060369639999999974,1.0002385499340642,11368.380581181826,8103.72717446644
"y_hat1[14,1]",0.0186909397218391,0.014464649999999999,0.01599627946290661,0.012907411817999998,0.001610045,0.049894959999999995,1.0002413019027265,11365.29139044708,8045.4442175741715
"y_hat1[15,1]",0.014708669622667293,0.01085025,0.01356394121960427,0.010285315109999998,0.0010241885,0.04123288499999999,1.0002437653156926,11382.261437854151,8013.453996651644
"y_hat1[16,1]",0.011610731685306873,0.00812893,0.011499530403263859,0.008142869154,6.530414999999999e-4,0.034106354999999984,1.0002462260500447,11357.792158030563,8056.1879085392075
"y_hat1[17,1]",0.009192729165986119,0.0061058,0.009751780053030694,0.006411103398,4.1471255e-4,0.028249479999999983,1.0002493145964317,11353.947952965122,8121.860237322198
"y_hat1[18,1]",0.007299385032251106,0.004583759999999999,0.008274547054053429,0.005025635937000001,2.6303585e-4,0.023381524999999966,1.0002516186698898,11353.534112906147,8079.524304442012
"y_hat1[19,1]",0.005812278212852646,0.0034481349999999997,0.007027183511480604,0.0039211374846,1.6731135000000002e-4,0.019276179999999987,1.0002529270081721,11339.634453723515,8068.992082392085
"y_hat1[20,1]",0.004640759773305964,0.002584665,0.005974403407946384,0.0030360831059999993,1.0679410000000003e-4,0.015959215,1.0002545389321207,11315.355027411717,8047.465713535491
"y_hat1[1,2]",0.6474127240625,0.6487585,0.07603634449529832,0.0778602216,0.5210748000000001,0.7697634499999999,1.000137272071521,9014.171971416205,9027.675222330156
"y_hat1[2,2]",1.2024011000000001,1.200275,0.14181653027818464,0.14145486599999998,0.9715842,1.439365,1.0002123557573688,11932.924112795155,11631.716575049857
"y_hat1[3,2]",1.043067296125,1.038295,0.12436049790796033,0.12439755300000001,0.8462127,1.2539129999999998,1.0001699556849726,11433.263257861778,11022.38894327566
"y_hat1[4,2]",0.886907977625,0.8835105000000001,0.09458815347036097,0.09536305589999997,0.7377609999999999,1.046004,1.0000685848412088,11920.435220641471,11985.561792329529
"y_hat1[5,2]",0.7682546269375,0.766419,0.073719191933896,0.07486536959999997,0.65098875,0.8919142499999999,0.9999872061520207,12763.336805287676,11982.261378489451
"y_hat1[6,2]",0.6800781839375,0.6792795,0.060030476161291306,0.06070357439999997,0.5836159,0.7803138999999999,1.0000383281513927,13743.699007508705,11780.458873009862
"y_hat1[7,2]",0.6144435489375,0.6137859999999999,0.05113248066118923,0.051433617900000145,0.53173095,0.6999985,1.000214181329698,14841.801772639436,11638.14697363675
"y_hat1[8,2]",0.5653421448125,0.5648949999999999,0.04592765312985841,0.04599173460000003,0.49010775,0.6418925999999999,1.000204775197837,15570.07668480976,11332.311404343727
"y_hat1[9,2]",0.5284126284375,0.5283180000000001,0.04376860416676745,0.044158499699999985,0.4568745,0.600741,1.0003838376761809,15619.845737318077,11487.875308345949
