# [k]	[KE1]	[KE2]	
0	0.481541	0.300954	
0	0.519705	0.346111	
0	5.20156	4.19895	
0	5.28152	4.19903	
0	5.313	4.19906	
0	5.32882	4.19907	
0	5.33798	4.19908	
0	5.3438	4.19908	
0	5.34776	4.19909	
0	5.35061	4.19909	
0	5.35275	4.19909	
nan	nan	nan	
0	4.97931	4.19869	
0	0.569213	0.425543	
0	5.59313	4.19927	
0	5.64512	4.1993	
0	5.6678	4.19932	
0	5.67986	4.19932	
0	5.68709	4.19933	
0	5.6918	4.19933	
0	5.69505	4.19933	
0	5.6974	4.19933	
0	4.45485	4.19772	
nan	nan	nan	
0	5.41646	4.19914	
0	5.80199	4.19939	
0	5.9468	4.19946	
0	5.99436	4.19948	
0	6.01553	4.19949	
0	6.0269	4.1995	
0	6.03375	4.1995	
0	6.0382	4.1995	
0	6.04127	4.1995	
0	6.04347	4.1995	
0	6.04513	4.1995	
nan	nan	nan	
0	5.77004	4.19937	
0	6.15046	4.19955	
0	6.29372	4.19959	
0	6.3409	4.19961	
0	6.3619	4.19962	
0	6.37318	4.19962	
0	6.37994	4.19962	
0	6.38433	4.19962	
0	6.38734	4.19962	
0	6.38949	4.19962	
0	6.39109	4.19962	
nan	nan	nan	
0	6.11776	4.19953	
0	6.49718	4.19965	
0	4.58023	4.19802	
0	4.23877	4.19708	
0	4.24296	4.19709	
0	4.24758	4.19711	
0	4.25218	4.19712	
0	4.25677	4.19714	
0	4.26136	4.19716	
0	4.26595	4.19717	
0	4.27053	4.19719	
nan	nan	nan	
0	6.46452	4.19965	
0	6.84361	4.19973	
0	5.18253	4.19893	
0	5.18362	4.19893	
0	5.18485	4.19893	
0	5.18606	4.19893	
0	5.18727	4.19894	
0	5.18847	4.19894	
0	5.18968	4.19894	
0	5.19088	4.19894	
0	5.19208	4.19894	
nan	nan	nan	
0	6.81101	4.19973	
0	7.18995	4.19979	
0	6.12535	4.19954	
0	6.12579	4.19954	
0	6.12619	4.19954	
0	6.1266	4.19954	
0	6.127	4.19954	
0	6.12741	4.19954	
0	6.12781	4.19954	
0	6.12821	4.19954	
0	6.12862	4.19954	
nan	nan	nan	
0	6.82176	4.19973	
0	7.53625	4.19984	
0	7.06709	4.19977	
0	7.06726	4.19977	
0	7.06742	4.19977	
0	7.06758	4.19977	
0	7.06774	4.19977	
0	7.0679	4.19977	
0	7.06806	4.19977	
0	7.06822	4.19977	
0	7.06838	4.19977	
nan	nan	nan	
0	7.67375	4.19985	
0	7.88463	4.19987	
0	8.00847	4.19988	
0	8.00854	4.19988	
0	8.00862	4.19988	
0	8.00869	4.19988	
0	8.00876	4.19988	
0	8.00883	4.19988	
0	8.0089	4.19988	
0	8.00898	4.19988	
0	8.00905	4.19988	
nan	nan	nan	
0	8.52555	4.19991	
0	8.73636	4.19992	
0	8.94973	4.19993	
0	8.94977	4.19993	
0	8.9498	4.19993	
0	8.94984	4.19993	
0	8.94987	4.19993	
0	8.94991	4.19993	
0	8.94994	4.19993	
0	8.94998	4.19993	
0	8.95001	4.19993	
nan	nan	nan	
0	9.37725	4.19994	
0	9.89092	4.19996	
0	9.89094	4.19996	
0	9.89096	4.19996	
0	9.89098	4.19996	
0	9.891	4.19996	
0	9.89102	4.19996	
0	9.89104	4.19996	
0	9.89106	4.19996	
0	9.89107	4.19996	
0	9.89109	4.19996	
nan	nan	nan	
nan	nan	nan	
0.002	0.233062	0.202749	
0.002	0.595535	0.478757	
0.002	0.595535	0.478757	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
nan	nan	nan	
0.002	0.595535	0.478757	
0.002	0.595535	0.478757	
0.002	0.595535	0.478757	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
nan	nan	nan	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
nan	nan	nan	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
0.002	4.14661	4.19674	
